original_category,narrative
credit_reporting,may name trying report inaccurate item credit report year however credit bureau always try avoid responsibility review remove incorrect item ask authorization attached proof identity clearly complaint written one behind please responsible age make excuse job review compliant carefully know tactic excuse electronic response accepable credit bureau fulfill responsible even intend steal money ignoring collection negative account never owned known according fair credit reporting act demand complaint reviewed carefully regulation time frame day fl fl fl oh fl fl oh current address fl address either old incorrect please delete negative affect account inquiry bank account unauthorized date funisher violate reporting compliance report contact information delete inquiry auto financing account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry auto financing contact inquirer mail account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry automobile dealer old account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry auto financing contact inquirer mail account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry bank account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry automobile dealer new inquiry bank account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry auto financing account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry credit union account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry automobile dealer new account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry bank account unauthorized date funisher violate reporting compliance reporting dispute status delete inquiry credit union account unauthorized date funisher violate reporting compliance report contact information delete immediately inquiry auto financing contact inquirer mail account unauthorized date funisher violate reporting compliance report contact information delete immediately inquiry credit union account unauthorized date funisher violate reporting compliance report contact information delete immediately inquiry miscellaneous reptg agency account unauthorized date funisher violate reporting compliance report contact information delete immediately reported collection mine never financial obligation company account exist account without notice disclosure mailed violated fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested provide documentation account proof mailed sent account delete reported collection belong provide full documentation delete immediately
credit_reporting,may concern name trying report inaccurate account credit report year credit bureau always avoid responsible review report excuse tactic make want real person really authority responsible review incorrect account time frame day according fair credit reporting act name incorrect please delete fl fl address either old incorrect enclosed proof current address attachment box xxxxxxxx employment mine business please remove reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information accordance fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested never received mailed disclosure even notice collection provide proof sent notice must delete inaccurate account inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information xxxxxxxx inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information xxxxxxxx reported collection account belong creditor collection agency signed contract information collection agency account number contact information associated account credit report demand removed reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information demand removal violation following applicable credit reporting law usc exercising right audit record claim verified credit bureau debt usc requires early warning notice notified said person placed credit report
credit_reporting,may concern name trying report inaccurate account credit report year credit bureau always avoid responsible review report excuse tactic make want real person really authority responsible review incorrect account time frame day according fair credit reporting act name incorrect please delete fl fl address either old incorrect enclosed proof current address attachment box employment mine business please remove reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information accordance fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested never received mailed disclosure even notice collection provide proof sent notice must delete inaccurate account inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information reported collection account belong creditor collection agency signed contract information collection agency account number contact information associated account credit report demand removed reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information demand removal violation following applicable credit reporting law usc exercising right audit record claim verified credit bureau debt usc requires early warning notice notified said person placed credit report
credit_reporting,may concern name trying report inaccurate account credit report year credit bureau always avoid responsible review report excuse tactic make want real person really authority responsible review incorrect account time frame day according fair credit reporting act name incorrect please delete saint fl fl address either old incorrect enclosed proof current address attachment box employment mine business please remove reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information accordance fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested never received mailed disclosure even notice collection provide proof sent notice must delete inaccurate account inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information inquiry unauthorized inquiry data furnisher violated reporting compliance reporting contact information reported collection account belong creditor collection agency signed contract information collection agency account number contact information associated account credit report demand removed reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information demand removal violation following applicable credit reporting law usc exercising right audit record claim verified credit bureau debt usc requires early warning notice notified said person placed credit report
credit_reporting,keep closing request investigation credit profile complying submitted personal identification document instance allowed ignored request instance cfpb online portal start dispute many issue credit report compiled
credit_reporting,name trying report incorrect information credit account past year success see several hard inquiry exist account without notice inquiry inaccurate need removed credit account according recent credit report request several inaccurate account report demand removal violation following applicable credit reporting law usc exercising right audit record claim verified credit bureau debt usc requires early warning notice notified said person placed credit report never received early warning notice relate inquiry hard inquiry need clear credit account immediately violate seriously following law usc miscellaneous reptg agency inquiry telephone company bank inquiry national credit card complete dept store inquiry bank inquiry jeweler inquiry bank inquiry auto financing miscellaneous reptg agency inquiry auto financing inquiry national credit card national credit card inquiry national credit card inquiry national credit card inquiry bank inquiry bank please investigate credit card collection account belong business late payment reported credit card also never sign contract collection agency conclude credit bureau intentionally put negative information credit collection agency account number contact information associated account credit report demand removed also see derogatory mark account info reported also accordance fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested also accordance fcra whenever consumer reporting agency prepares investigative consumer report adverse information consumer report information matter public record may included subsequent consumer report unless adverse information verified process making subsequent consumer report adverse information received within period preceding date subsequent report furnished writing mailed disclosure receipted credit bureau follow fcra law listed
credit_reporting,name trying report incorrect information credit account past year success see several hard inquiry exist account without notice inquiry inaccurate need removed credit account according recent credit report request several inaccurate account report demand removal violation following applicable credit reporting law usc exercising right audit record claim verified credit bureau debt usc requires early warning notice notified said person placed credit report never received early warning notice relate inquiry hard inquiry need clear credit account immediately violate seriously following law usc inquiry miscellaneous reptg agency inquiry telephone company inquiry bank xxxxxxxx inquiry national credit card inquiry complete dept store inquiry bank inquiry jeweler inquiry bank inquiry auto financing inquiry miscellaneous reptg agency inquiry auto financing inquiry national credit card inquiry national credit card xxxxxxxx inquiry national credit card inquiry national credit card inquiry bank inquiry bank please investigate credit card collection account belong business late payment reported credit card also never sign contract collection agency conclude credit bureau intentionally put negative information credit collection agency account number contact information associated account credit report demand removed also see derogatory mark account info reported also accordance fcra disclosure investigative consumer report must receive disclosure letter received must made writing mailed otherwise delivered consumer later three day date report first requested also accordance fcra whenever consumer reporting agency prepares investigative consumer report adverse information consumer report information matter public record may included subsequent consumer report unless adverse information verified process making subsequent consumer report adverse information received within period preceding date subsequent report furnished writing mailed disclosure receipted credit bureau follow fcra law listed
credit_reporting,whoever might read name trying fix incorrect information credit report several time seems nothing changed report figure address employment information false belong business see inaccurate information might really high risk effect business really hope would get fixed soon address employment information need removed credit report employment info address reported ga ga ga
credit_reporting,open credit card account target late fee reported bureau hurting credit also reporting balance incorrectly bureau
debt_collection,complaint update lvnv funding llc lvnv never contacted mail manner regarding debt purchase became aware existence filed lawsuit debt recognize guise litigation use cover avoid producing document requested documentation disputed account provide proof followed law properly necessary work prior filing lawsuit another across state line penny dollar purchased debt business computer software personal information another person create charge think owed thus account could fraudulent account fraudulent charge etc thus totality charge disputed debt buyer south carolina properly followed legal procedure prior initiating lawsuit individual across state line validated debt therefore complaint dismissed immediately see attached page new
debt_collection,complaint update never contacted mail manner regarding debt purchase became aware existence filed lawsuit debt recognize guise litigation use cover avoid producing document requested documentation disputed account provide proof followed law properly necessary work prior filing lawsuit another across state line penny dollar purchased debt business computer software personal information another person create charge think owed thus account could fraudulent account fraudulent charge etc thus totality charge disputed debt buyer south carolina properly followed legal procedure prior initiating lawsuit individual across state line validated debt therefore complaint dismissed immediately see attached page new
mortgages_and_loans,duplicate company go two name colloquially bread formally lon operation llc previously filed complaint bread name system thus closed filing complaint lon operation llc name hope system routed resolution wanted buy mattress wanted finance purchase financing offered website bread formally known lon operation llc per lon operation llc separate website loan offered bread platform made new jersey bank member fdic lon operation went website clicked financing link navigation bar top went initial process go bread formally known lon operation llc facilitates loan underwritten initial process produced message reminded placed security hold credit file needed lift proceeding loan process problemi immediately called lifted hold temporarily five day immediately returned website time able complete loan process qualified loan bread operation llc window website via financing link produced message needed upload copy front back driver license promptly uploaded requested bread operation llc window website via financing link produced another message saying needed call bread operation llc complete process immediately called instructed spoke bread operation llc asked series security question answered correctly said would take another business day review application next day received email titled adverse action notice bread operation llc adverse action notice claimed bread operation llc denying loan application unable verify notice also said decision based whole part information provided discrepancy personal information provided bread operation llc personal information file phoned bread operation llc asked speak denial notice argued associate answered persistently stonewalled apparently refused get phone whatsoever eventually hung made digital audio recording conversation uploaded shared via link anyone including cfpb request phoned spoke woman told expressed astonishment happening said continue conversing via email already done owner got call woman bread operation llc yet another argument kept telling stop giving conclusory statement like could verify identity instead identify specific objective factual discrepancy personal info provided bread operation llc file failed identify even single discrepancy asked else complied every single request bread operation llc said kept repeating unable verify identify despite established identity per procedure would answer direction question ultimately hung also recorded uploaded conversation available via link request replied via email adverse action notice bread operation llc told unwilling get phone objective factual discrepancy personal info provided contained credit file decision deny loan already subjective thus discriminatory thus illegal provided link could listen phone conversation mentioned got email telling escalated matter account manager bread operation llc ultimately bread operation llc verifiably discriminated subjective inexplicable illegal basis manifest objective verifiable factual legal basis provided bread operation llc information requested information true accurate provided copy front back driver license requested true correct copy answered security question accurately say point proven called bread operation llc repeatedly home phone caller id identifies even asked wanted anything else said nothing else dono way prove say information provided already match information file thus factual evidentiary legal basis denial especially already approving claim could verify identity repeated demand one person bread operation llc could identify single discrepancy information opinionated conclusion summary statement kept repeating like drone despite bread operation llc denied loan claiming unable verify conclusion unsupported objective verifiable fact thus bread operation llc decision well claim denial decision based inability verify identity meritless objective subjective thus discriminatory thus illegal
credit_reporting,ignore attachment supporting pandemic hoping youre safe sound listen shocked reviewed credit report today found late payment remark credit last year quite sure happening responding see attachment approved extension called back last honestly marked late credit report already called representative stated might error contact credit reporting agency trying reach credit bureau day still received response sure happened reporting error violation written contract even cra reporting incorrect incomplete unverifiable inconsistent information one reporting wrong date last active wrong date last payment bureau showing different payment status etc impossible ever verified please correct delete credit report
mortgages_and_loans,complaint firstmark answer last complaint firstmark send promissory note loan time asked response send copy letter claimed sent complaint response letter sent outlined could make payment bankruptcy letter reasoning charge interest bankruptcy asked removed twice asked documentation showing owe le show sent information twice file court discharge paper show remaining balance made payment since show legally charge interest asked twice keep making payment ignored court show owe interest attached doc time review please sure review time took student loan student university dad student loan would approve credit history alone total loan approximately parent filed chapter bankruptcy student loan pulled repayment plan since dad point successfully making payment loan year parent bankruptcy filed pulled student loan bankruptcy status notified change logging onto online account make payment could everything said account bankruptcy call specific number called bank twice first phone call rep answered said speak representative iowa bankruptcy transferred woman voicemail left message stating wanted remove student loan bankruptcy status dad continue make payment loan needed information make payment since online account locked one ever called back day later called told talk representative iowa transferred rep voicemail time leave second message since first one left unreturned talked dad talked bankruptcy lawyer lawyer said leave loan bankruptcy payout taking legal advice stopped trying get hold fast forward late receive email stating credit score changed log credit report find day past due ding resulted credit point drop company called firstmark idea company involved credit company found servicing student loan knew loan dad bankruptcy reached dad said bankruptcy discharged plan paid full sent copy discharge paper confirm showed total remaining balance student loan called firstmark customer service early spoke rep rep answered phone understand bankruptcy meant account past due explained account pulled dad bankruptcy year ago idea account still open female rep responded required send statement courtesy still pay loan agreed even receive statement asked speak manager transferred escalation rep escalation rep agreed ok ding credit account know still open due account still bankruptcy status firstmark allowed send anything mail account said illegal send statement information make payment account bankruptcy status never received notification note last complaint firstmark rep responded stated firstmark mail information make payment asked clarification firstmark last complaint receive answer right one rep saying send anything making payment information account another rep saying also asked copy documentation sent receive response firstmark request copy documentation sent two week ago answer get firstmark respond file complaint cfpb phone call rep stated agree situation help ended filing complaint cpfb finally firstmark removed ding credit unresolved issue still remains filed multiple complaint remaining balance student loan account currently firstmark show owe student loan bankruptcy discharge paper dad gave show owe account combined first complaint firstmark responded updating credit said discrepancy account balance looking one account balance true second complaint firstmark issue balance difference interest accrued bankruptcy asked removed make payment twice response firstmark responded complaint saying still owe full negotiable responded customer service department directly second complaint explaining issue asked make payment bankruptcy ignored request year later firstmark come back say owe additional interest would accrued responded first two request make payment bankruptcy give idea parent bankruptcy started family paid interest firstmark student loan saying pay additional due account sitting bankruptcy year time request moral thing let pay back remaining principal owe account close done asked negotiate several time without cooperation firstmark xxxxi requested original promissory note account copy letter firstmark sent several week later received one copy online promissory note one student loan still missing promissory note loan copy postmarked letter firstmark mailed letting know make payment account bankruptcy status far firstmark keep changing answer fit action reviewing company hundred hundred complaint government anything company take class action lawsuit treated fairly
credit_reporting,hi im sure take anymore ive disputed account several time original creditor credit reporting agency accordingly ive attached everything support dispute however continue received letter sent verified remains possible verified continue report incomplete inconsistent inaccurate unverifiable information account thorough investigation ive disputed havent received anything continues reported violation consumer law continues report wrong balance incorrect date first delinquency wrong date last active inconsistent payment status high balance actual balance questionable etc believe section fcra also allows ask detail information account indeed investigated detail process im extremely upset shocked way account reporting credit report continues report incomplete inconsistent unverifiable info honestly say verified accurate verified requesting investigation authorization fair credit reporting act section ability consumer dispute information directly furnisher disputing account reported three credit bureau basis dispute knowledge account im really worried information credit report account may reported inaccurately understand must procedure place respond question credit reporting look like detail guy reporting arent true example account type show auto loan thought correct term alleged account credit sale anyway please help understand whats going id like see following document compare information credit report would appreciate thoughtful response office please dont send unintelligible response doesnt address concern here id like see complete original alleged promissory note show signature account transaction history required default acceleration notice notice sale document calculation surplus deficiency letter additional finance contract including related insurance finance product buyer guide purchase order license bond registration document required state allows hold service alleged promissory note hear within day assume validate request show proof debt appreciate time attention matter
credit_reporting,duplicate complaint resubmitting company trying get away breaking law closed first complaint stating say wuen submitted copy id social notarized letter notary public started dispute experian back put dispute account account reported verified previously reached company able provide information either reached three bureau investigate account showing report asked company investigate matter notified within day investigation could get information either account deleted file filed dispute experian stated came back suprisingly verified reporting accurately found unusual requested information company informed ftc commission wrote section could request original document file company result investigation section still received account still reporting experian one given documentation asked received response today section could honor request specific letter asked spoke rep told allowed ask information provide must go creditor ask back unsuccessful provide requested documentation section say deleted yes read information provided ftc refuse deceived tactic properly job bureau find nothing experian say something different creditor reported account three given information removed bureau
credit_reporting,duplicate complaint resubmitting company trying get away breaking law closed first complaint stating say wuen submitted copy id social notarized letter notary public started dispute experian back put dispute account xxxxxxxx account reported verified previously reached company able provide information either reached three bureau investigate account showing report asked company investigate matter notified within day investigation could get information either account deleted file filed dispute experian stated came back suprisingly verified reporting accurately found unusual requested information company informed ftc commission wrote section could request original document file company result investigation section still received account still reporting experian one given documentation asked received response today section could honor request specific letter asked spoke rep told allowed ask information provide must go creditor ask back unsuccessful provide requested documentation section say deleted yes read information provided ftc refuse deceived tactic properly job bureau find nothing experian say something different creditor reported account three given information removed bureau
credit_card,detailed letter sent bank america executive team dear mr msxxxx writing urgently need help received different letter bank america stating credit card account cancelled attached reference husband different credit card account bank america primary account holder message reference account end follows account represent collective total line credit worth gained credit line bank america exceptional credit history bank active excellent standing since account opened go back year reviewing credit score never missed late payment account recently credit history bank america nearly perfect acct statement end date large balance transfer scheduled expire another took initiative go ahead proactively make payment lower credit utilization account payment made using different new checking account ensured fund available initiated payment unknown reason payment process correctly even though adequate fund checking account later reflected next statement ending two different payment made alerted first payment process subsequently resubmitted payment summary paid date posted statement closing date returned payment unpaid paid date posted statement closing date returned payment unpaid time period required payment made actually made payment well minimum payment due account minimum payment statement statement totaling total payment made excluding totaling payment minimum payment required two month period since occurred billing cycle proactively made payment phone since account closed past week paid entire balance account previously noted letter received yet took notice sort problem based statement ending account paid full would please review situation determine appropriate step made dedicated reliable customer decision feel error caused credit score well authorized user drop well point fico score considered devastating based hard work place ensuring bank paid timely accurately yet receive type documentation explaining decision standard query response letter informing made payment one account reference letter attached date rationale provided regarding unprecedented immediate closure four account rationale given truly could believe reading thought sort system error first faintest idea financial institution would canc el business customer fulfilled obligation two decade made effort initiate extra payment cut credit utilization would whole nightmare occurred letter sent pretty much answer question hopeful review situation entirety banking record history bank america following occurs immediately full restoration account credit billing charge caused action credit report well husband corrected clear written communication defining happened clear written documentation final outcome demonstrating action taken resolve much looking forward detailed response near future sincerely
credit_card,placed order dealt company many year payment paid barclay bank visa tried delivering package store opened new driver asked hold shipment would pick agreed employee mistakenly sent back tea company going reship immediately back left warehouse mistake called barclay bank hold fund approximately two month since placing order reships order called barclay release fund called say order arrived said received money assure barclay bank said would release money placed several call barclay bank asking taking long release fund called barclay hearing tell still receive fund representative said recommends give different credit card barclay bank already refunded back money took advise gave different credit card pay merchandise barclay charge call explain deposited back tell last person barclay bank advised regarding giving different credit card would please refund money back tell write letter stating side thing fax barclay bank sends letter stating fact fax letter barclay bank called barclay bank spoke said wait may take time decide whether would return money back receive letter barclay bank refusing return money representative said returned called barclay bank spoke asked speak supervisor like many past phone call made get disconnected called account receivable credit manager dealt along ask received back barclays insists said husband said call branch barclay bank difficulty communication called branch ca man spoke said one speak one
retail_banking,venmo horrible customer service venmo requested forward dl verification sent requested document review access considering living hotel right dont get money street newborn agent usless arent willing help refuse go beyond client
credit_reporting,governor name reporting error information exist credit report notice employment information address belong association error information really high risk intervene business way rebuilding everything dynamic employment information address need removed credit info address reported ok ok
credit_reporting,governor name reporting error information exist credit report notice employment information address belong association error information really high risk intervene business way rebuilding everything dynamic employment information address need removed credit info reported ok ok
credit_reporting,may concern name trying report inaccurate item credit report year however credit bureau always try avoid responsibility review remove incorrect item ask authorization attached proof identity writing complaint one writing please respect time afford accept anymore excuse job credit bureau even electronic response know tactic acceptable credit bureau fulfill responsible even intend steal money ignoring collection negative account never owned known according fair credit reporting act demand complaint reviewed carefully regulation time frame day employment belong please delete va va address belong attached proof current address select box reported credit card belong never sign contract sign debt delete reported account mine provide full document must delete time frame day reported account mine provide full document must delete time frame day reported never financial obligation company please delete va reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information delete immediately reported provide full information collection must delete credit report place settle unknown debt state authorized delete reported collection account belong creditor collection agency signed contract information demand removed reported collection account belong creditor collection agency signed contract information demand removed reported collection belong delete reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information delete immediately bankruptcy bankruptcy account unauthorized incorrect please delete
credit_reporting,may concern name trying report inaccurate item credit report year however credit bureau always try avoid responsibility review remove incorrect item ask authorization attached proof identity writing complaint one writing please respect time afford accept anymore excuse job credit bureau even electronic response know tactic acceptable credit bureau fulfill responsible even intend steal money ignoring collection negative account never owned known according fair credit reporting act demand complaint reviewed carefully regulation time frame day employment belong please delete va va address belong attached proof current address select box reported credit card belong never sign contract sign debt delete reported account mine provide full document must delete time frame day reported account mine provide full document must delete time frame day reported never financial obligation company please delete va reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information delete immediately reported provide full information collection must delete credit report place settle unknown debt state authorized delete reported collection account belong creditor collection agency signed contract information demand removed reported collection account belong creditor collection agency signed contract information demand removed collection belong delete reported original contract application proof show consent signature person receipt information method verification using electronic response acceptable proof must verified collection belong creditor collection agency sign contact information delete immediately bankruptcy bankruptcy account unauthorized incorrect please delete
credit_reporting,name trying report incorrect information past year work far see inaccurate address listed credit report please remove address belong inaccurate information intervening building credit believe may belong someone else similar address please investigate auto loan real estate loan reported reported reported reported reported reported request credit bureau delete disputed item within legal time frame day validating debt creditor filing complaint party experian every creditor reporting item filing lawsuit done card reported creditor state late payment however never late account creditor admitted recorded phone call late payment reported administrative error part agreed remove creditor even failed prove sent early warning notice required fair credit billing act metro compliance violation updating dispute status account currently dispute data furnisher updated remark account violation metro compliance violation including creditor contact information account currently dispute data furnisher updated remark account violation metro compliance violation incorrect inconsistent account number account currently dispute data furnisher updated remark account violation credit reported account status closed long time ago however information account number credit card credit report derogatory account reported account without notice warning claim credit bureau intentionally put information account personal benefit predatory lending purpose violation count several item report legally allowed report violation count account report belong identity may compromised violation count compliance procedure violation count creditor record proper identification
credit_reporting,name trying report incorrect information past year work far see inaccurate address listed credit report please remove address belong inaccurate information intervening building credit believe may belong someone else similar address please investigate auto loan real estate loan reported reported reported reported reported reported request credit bureau delete disputed item within legal time frame day validating debt creditor filing complaint party transunion every creditor reporting item filing lawsuit done card reported creditor state late payment however never late account creditor admitted recorded phone call late payment reported administrative error part agreed remove creditor even failed prove sent early warning notice required fair credit billing act metro compliance violation updating dispute status account currently dispute data furnisher updated remark account violation metro compliance violation including creditor contact information account currently dispute data furnisher updated remark account violation metro compliance violation incorrect inconsistent account number account currently dispute data furnisher updated remark account violation credit reported account status closed long time ago however information account number credit card credit report derogatory account reported account without notice warning claim credit bureau intentionally put information account personal benefit predatory lending purpose violation count several item report legally allowed report violation count account report belong identity may compromised violation count compliance procedure violation count creditor record proper identification
credit_reporting,name repeating complaint inaccurate item still exist credit report please investigate account incorrect belong reported charge account mine please provide full documentation delete charge account mine never receipt loan credit company delete reported provide full documentation delete reported account reported late however never late account please provide proof payment remove reported account mine delete immediately reported provide documentation delete
credit_reporting,name repeating complaint inaccurate item still exist credit report please investigate account incorrect belong reported charge account mine please provide full documentation delete reported xxxxxxxx charge account mine never receipt loan credit company delete reported provide full documentation delete account reported late however never late account please provide proof payment remove account mine delete immediately reported provide documentation delete
credit_reporting,name repeating complaint inaccurate item still exist credit report please investigate account incorrect belong reported charge account mine please provide full documentation delete charge account mine never receipt loan credit company delete reported provide full documentation delete account reported late however never late account please provide proof payment remove account mine delete immediately reported provide documentation delete
credit_reporting,duplicate complaint see requested attachment problem credit reporting due unverified inaccurate misleading information report
credit_reporting,review carefullylook document attached lendingclub falsely reported credit bureau account day past due charged date account current past due payment cured lendingclub withdrew account ending monthly payment loan payment due month ended lendingclub reporting payment made required lendingclub withdrew total account ending account nine monthly payment withdrawal additionally early prior withdrawal designated chase account file lendingclub company withdrew payment another bank account account reported current later shown another withdrawn account represents four month payment subsequent account current therefore account day past due lendingclub reported charged fact account current good standing hence lendingclub reported credit bureau account day past due provided inaccurate misleading damaging information contradicted evidence see attached bank statement previously contacted lendingclub directly regarding failure accurately report payment represented send change credit bureau see email attached obviously mislead believe corrected blatant misrepresentation furthermore many payment made lendingclub yet report payment credit bureau lendingclub misrepresented payment history credit bureau caused harm practice towards unfair misleading discriminatory deceptive damaging hereby request lendingclub provide accounting cease desist unfair deceptive dishonest discriminatory damaging practice towards provide accurate data credit reporting bureau regarding account remove account credit report plagued inaccurate information caused great harm lendingclub take responsibility error harm caused economically emotionally long continue harmed continue report appropriate agency new york state attorney general action taken lendingclub implore cfpb thoroughly review investigate matter many consumer affected lendingclubs unfair deceptive misleading practice
mortgages_and_loans,pdf version complaint complaint v bank hello filing complaint bank america boa unfair lending practice include following applying mortgage payment correctly mismanagement escrow misreporting mortgage account status customer credit reporting agency requiring unnecessary mortgage insurance premium mip charging unnecessary additional fee since started paying escrow paid principal interest p bank america due mismanagement escrow continued assessment mortgage insurance premium even though ive owned home year detail complaint called bank america inquire unscheduled increase mortgage payment monthly payment increased informed representative escrow shortage see attached boa escrow shortage pmt paid amount full phone bring escrow current day told mortgage payment would go back payment processed system following month billing cycle happen five month later mortgage payment increased aware increase mortgage increased yet called inquire payment increase told due another shortage escrow day paid another phone satisfy shortage escrow see attached boa escrow shortage pmt told mortgage payment would go back payment processed following month mortgage statement still making payment toward escrow account never went back led conclude boa willfully incompetent managing escrow deliberately using escrow mismanagement way increase customer mortgage payment charge unnecessary mortgage insurance premium escrow mismanagement unfair practice appealed increase mip charge phone receive response appealed writing see attached boa requested boa following remove escrow mortgage payment allow manage payment tax insurance boa reassess value home take consideration current estimated home value independent third party specifically discontinue mip charge provided boa copy report see attached showing current average value home paid home year ago boa continues use value home alternative suggested letter boa may conduct appraisal accurate value home submitted estimate sufficient boa denied request basis lack equity home see attached boa denied letter remove boa indicated ltv needed refused use current home value nearly original price indicated consider sell price however ltv stated denied letter consistent neither current value sell price boa accepted monthly p payment without fail however went branch make monthly p payment teller indicated accept payment anymore ensure payment would late made payment online via ach bank payment processed electronically boa refunded account see attached boa monthly mortg pmt branch mortg pmt transaction showing payment transaction ensure maintain monthly payment boa timely manner ive always done made p payment boa refunded mortgage payment back account week later see attached boa returned since transferred mortgage payment saving account continue matter resolved also since paid tax insurance separately see attached boa insurance overpayment boa however overrode payment resulting overpayment tax insurance saved tax insurance fund well last month p payment received intent accelerate letter boa see attached boa notice intent also sent notice assessing following unnecessary charge title fee see attached boa title fee see attached called get update account online access disabled boa informed already foreclosure
