qid	text	relevant	answers
281	how do they determine home court advantage in the nba finals	14095,14095	Home court advantage in any round does not necessarily belong to the higher-seeded team, but instead to the team with the better regular season record.  The rule for determining home court advantage in the NBA Finals is winning percentage, then head to head record, followed by record vs. opposite conference.::The rule for determining home court advantage in the NBA Finals is winning percentage , then head to head record , followed by record vs. opposite conference .
282	does alaska have more coastline than rest us	-1	-
283	what is the real story of five nights at freddy's	-1	-
284	what did gibbs whisper to ziva in season 7	-1	-
285	the primary function of the nucleus is to	-1	-
286	diabetes mellitus type 1 wikipedia the free encyclopedia	-1	-
287	what is the full meaning of hb pencil	20492	The standard writing pencil is graded HB .\nMost manufacturers , and almost all in Europe , designate their pencils with the letters H, commonly interpreted as `` hardness '', to B  commonly `` blackness ''.::The standard writing pencil is graded HB . Most manufacturers , and almost all in Europe , designate their pencils with the letters H, commonly interpreted as `` hardness '', to B commonly `` blackness ''.  On the other hand, the Koh - i - Noor Hardtmuth pencil manufacturers claim to have first used the HB designations , with H standing for Hardtmuth , B for the company 's location of Budějovice.
288	what role does the veil of ignorance play in rawl's theory	15117,15117	John Rawls an American philosopher proposed in 1971 that there is a "veil of ignorance" a method of determining the morality of political issues based upon moral considerations, since they will not be able to make choices based on their own self - or class - interest .::John Rawls in his philosophy used veil of ignorance to determine the morality of political issues as people making political decisions would use it to prevent them from knowing who will receive a given distribution of rights , positions , and resources in the society and decisions would be made based upon moral considerations not on their own self - or class - interest .
289	identify four problem affecting the mining industry in nigeria	21840	The discovery of oil in 1956 hurt the mineral extraction industries, as government and industry both began to focus on this new resource. The Nigerian Civil War in the late 1960s led many expatriate mining experts to leave the country.   Also, monopolized by state - owned public corporations led to a decline in productivity in almost all mineral industries.
290	difference between russian blue and british blue cat	2095	Russian Blue is with the undercoat being soft, downy and equal in length to the guard hairs, which are an even blue with silver tips, and the tail may have a few very dull, almost unnoticeable stripes. British Blues are not a distinct breed, but rather a British Shorthair with a blue coat as the British Shorthair breed itself comes in a wide variety of colors and patterns.::The Russian Blue cat's coat is known as a `` double coat '' , with the undercoat being soft , downy and equal in length to the guard hairs , which are an even blue with silver tips. The silver tips give the coat a shimmering appearance. Its tail may have a few very dull stripes. Its eyes are almost always a dark and vivid green.\nThe British Blue cat is just a British Shorthair with a blue coat.
291	who sings on my way back to georgia	-1	-
292	where did many of the names for the constellations come from	22204	Historically , the constellations can be simply divided into two regions ; namely the northern and southern sky. The northern skies have constellations whose common names are based on Classical Greek legends or those whose true origins have now been lost. Some southern constellations were to become obsolete or had extended names that became foreshortened to more usable forms e.g. Musca Australis became simply Musca.
293	are citizens of us virgin islands us citizens	-1	-
294	which stage of the cell cycle is variable	20372,20372	The first phase within interphase , from the end of the previous M phase until the beginning of DNA synthesis , is called G ( G indicating gap ) .\nThe duration of G is highly variable , even among different cells of the same species .::The duration of G (G indicating gap), the first phase within interphase, is highly variable, even among different cells of the same species.
295	how are the waters of hydration eliminated from a hydrated compound	10021,10021	In organic chemistry , a hydrate is a compound formed by the addition of water. A molecule of water may be eliminated , for example by the action of sulfuric acid.::Adding water or its elements to another molecule results in a hydration water, the molecule of which can be eliminated by the action of sulfuric acid.
296	what was agenda 21 of earth summit of rio de janeiro	8354	Agenda 21 is a non-binding action plan of the United Nations with regard to sustainable development.  It is an action agenda for the UN, other multilateral organizations, and individual governments around the world that can be executed at local, national, and global levels.
297	what is the percentage of aids in the world	-1	-
298	who is considered the first great modern architect	-1	-
299	where is look what you made me do on the charts	9334,9334	In the United States, "Look What You Made Me Do" debuted at number seventy-seven on the Billboard Hot 100, powered by its first three days of airplay. One week later, the song ascended from 77 to one on the Hot 100 after its first full week of tracking.  It remained atop the Hot 100 and Streaming Songs charts for a second week.::The song ascended from 77 to one on the Hot 100 after its first full week of tracking, and remained atop the Hot 100 and Streaming Songs charts for a second week.
300	what's the difference between russia and siberia	22696,22696	The territory of Siberia extends eastwards from the Ural Mountains to the watershed between the Pacific and Arctic drainage basins.  With an area of 13.1 million square kilometres, Siberia accounts for 77 % of Russia's land area, but it is home to approximately 36 million people -- 27 % of the country's population.::Siberia accounts for 77 % of Russia's land area, but it is home to approximately 36 million people -- 27 % of the country's population.
301	what is the meaning of ayes and noes	28357,28358,28358,28359	When a question is stated by the Speaker in the House of Commons,   shouts of `` Aye '' , indicate agreement,  shouts of `` No '' indicate disagreement.
302	what is the meaning of grenade by bruno mars	7062	`` ' Grenade ' is about the feeling of withdrawal '' .  It represents the OTHER side of love -- where you 're in love with a woman and you know for a fact that she does n't love you the way you love HER . ''
303	the need to recognize and empower the girl child wikipedia	-1	-
304	which industry provides the largest employment in india	5061	The IT industry continues to be the largest private - sector employer in India, and the agricultural sector is the largest employer in India 's economy.
305	who play the wilson sisters in white chicks	-1	-
306	around the world in 80 days raj kapoor	-1	-
307	what is the difference between monte carlo and monaco	15943	Monte Carlo refers to an administrative area and one of the four traditional quarters of the Principality of Monaco, specifically the ward of Monte Carlo, where the Monte Carlo Casino is located .
308	who was glumdalclitch how did she help gulliver	20277,20278	Glumdalclitch is a nine-year-old daughter of a giant farmer, a child "not above forty feet high, being little for her age."  She makes Gulliver her pet.   Gulliver grows very fond of the girl, and gives her the pet name of Glumdalclitch who is a skilled seamstress with a talent for making dolls' clothes.::Glumdalclitch is a nine-year-old,  forty feet tall daughter of the farmer who captured Gulliver. She made Gulliver her pet, created a bed for him out of a travel case and made him clothes.::Glumdalclitch is a nine-year-old,  forty feet tall daughter of the farmer who captured Gulliver. She made Gulliver her pet, created a bed for him out of a travel case and made him clothes.
309	present position of cotton textile industry in india	9869	60 % of the Indian textile Industry is cotton based.  The strong domestic demand and the revival of the Economic markets by 2009 has led to huge growth of the Indian textile industry.  In December 2010, the domestic cotton price was up by 50 % as compared to the December 2009 prices.   India projected a high production of textile (325 lakh bales for 2010 - 11).  There has been increase in India's share of global textile trading to seven percent in five years.  The rising prices are the major concern of the domestic producers of the country.::The strong domestic demand and the revival of the Economic markets by 2009 has led to huge growth of the Indian textile industry, 60 % of which is cotton based. India projected a high production of textile (325 lakh bales for 2010 - 11). There has been increase in India's share of global textile trading to seven percent in five years. The rising prices are the major concern of the domestic producers of the country.
310	boku no hero academia second season episode 23	-1	-
311	how many states in america have new in them	-1	-
312	meaning of joy to the world by three dog night	-1	-
313	describe the impact the minnie ball had on the battlefield during the civil war	7768,7768	The development of the Minié ball was significant because it was the first projectile which was small enough to be easily put down the barrel of a rifled long gun . Prior to the Minié ball , bullets had to be jammed down the rifle barrel , sometimes with a mallet , and after a relatively small number of shots , gunpowder residue built up in the spiral grooves , which then had to be cleaned out .::The development of the Minié ball was significant because it was the first projectile which was small enough to be easily put down the barrel of a rifled long gun.
314	how tall is a 4 story building in meters	-1	-
315	describe the development of new france into a productive colony	-1	-
316	is harry potter the best book in the world	-1	-
317	list of films on the national film registry	-1	-
318	critique the goal as an operations management text and as a teaching tool for the workplace	-1	-
319	kim university formerly kigali institute of management (kim)	-1	-
320	who plays jack's mom in 30 rock	-1	-
321	in order to better control the conquistadors in the new world the spanish created	8465	The leader of the expedition received clear instructions about their duties towards the army , the native population, the type of military action. The royal official of the army, the veedor, ensured they complied with orders and instructions and preserved the King 's share of the booty.
322	most of the ancient inca structures have been destroyed by earthquakes	-1	-
323	what impact did the geography of new england have on the farming communities	16448,16448	Many people in New England did not farm since the soil and weather  was not suitable for farming.\nInstead they imported crops and traded products they had to other countries . They also traded furs and livestock products.::Many people in New England did not farm since the soil and weather was not suitable for farming. Instead they imported crops and traded products they had.
324	little miss sunshine soundtrack - the winner is	-1	-
325	when does quinn get out of the wheelchair	8858	By `` Prom - asaurus '' she is able to stand and to walk a few steps in the sessions. Her recovery is rapid enough to allow her to dance in the `` Nationals '' competition episode , which New Directions wins.
326	what is the point in no mans sky	14418,14418	The game is built around four pillars: exploration, survival, combat, and trading.   Players advance in the game by mining for resources to power and improve their spacecraft, tools, and spacesuit for survival, buying and selling resources using credits earned by documenting flora and fauna, and otherwise seeking out the mystery around the Atlas, an entity at the center of the universe .::It s an action - adventure survival game built around four pillars: exploration, survival, combat, and trading. Players advance in the game by mining for resources to power and improve their spacecraft, tools, and spacesuit for survival, buying and selling resources using credits earned by documenting flora and fauna, and otherwise seeking out the mystery around the Atlas, an entity at the center of the universe .
327	highly suspect hello my name is human meaning	5248	Some of us aren't human at all, or at least not completely, but that is still our name.  The androids, the aliens ...they aren't coming, we are here.::Johnny Stevens said of the song, ``A lot of people think the song is about being a human. I believe some of us aren't human at all, or at least not completely, but that is still our name. The androids, the aliens ...they aren't coming, we are here.
328	who did the english take new york from what was it called before the english named it new york	21799	On August 27 , 1664 , while England and the Dutch Republic were at peace , four English frigates sailed into New Amsterdam 's harbor and demanded New Netherland 's surrender , whereupon New Netherland was provisionally ceded by Stuyvesant . In June 1665 , New Amsterdam was reincorporated under English law as New York City.
329	what determines the distancea beam bridge can span	4521,4521	Beam bridges are often only used for relatively short distances because , unlike truss bridges , they have no built in supports. Beam bridges rarely span more than 250 feet. This does not mean beam bridges are not used to cross great distances, it only means that a series of beam bridges must be joined together, creating what 's known as a continuous span .::Beam bridges are supported by piers. The farther apart those piers are, the weaker the bride gets. As a result , beam bridges rarely span more than 250 feet. For a beam bridge to cover a great distance, a series of beam bridges will need to be joined together, creating a continuous span.
330	what is meant by sanctification in the bible	2634	Sanctification is the act or process of acquiring sanctity , of being made or becoming holy .\nTo sanctify is to literally `` set apart for particular use in a special purpose or work and to make holy or sacred . ''
331	how much of the world's cocoa comes from ghana	-1	-
332	who wrote capitalism and underdevelopment in latin america	7090,7091,7093,7094,7091	Frank wrote Capitalism and Underdevelopment in Latin America.::Andre Gunder Frank wrote 40 books, the most notable among which was Capitalism and Underdevelopment in Latin America.
333	who has been fined the most in the nfl	-1	-
334	what is the spanish name for santa clause	-1	-
335	where is graphic design used in architecture and interior design	-1	-
336	when is dragon ball super coming out in english	10298	An official English sub of the series would be simulcasted legally on Crunchyroll, Daisuki.net, and Anime Lab beginning October 22, 2016.  Funimation's English dub of Dragon Ball Super started airing on Adult Swim's Toonami block starting January 7, 2017.
337	what kanye west song starts with a piano	9753,9753	The song begins with a sparse , isolated sounding piano melody that drones on during the start of the song .\nThen West sings `` you 've been putting up with my shit just way too long , '' before launching into the ironic chorus of `` let 's have a toast for the douchebags '' .::The song is Runaway and begins with a sparse, isolated sounding piano melody that drones on during the start of the song. Then West sings `` you 've been putting up with my shit just way too long, '' before launching into the ironic chorus of `` let 's have a toast for the douchebags ''.
338	where does manners maketh the man come from	8627	`` Manners maketh man ' derives from a variety of the Old English Proverbs written by William Horman.::"Manners maketh man" is included in the book "The Vulgaria" written by William Horman.  It derives from a variety of the Old English Proverbs.
339	east flowing rivers from north to south in india	-1	-
340	what does undrafted free agent mean in nfl	22275,22275	Players that pass through an entire draft without being selected by any of the league's teams become unrestricted free agents and are free to sign with any team they choose.  The term `` undrafted free agent '' is most common in the National Football League, where rookies enter directly into the NFL and do not play in a minor league system.::Players who pass through an entire draft without being selected by any of the league's teams become unrestricted free agents. These players are sometimes identified as an undrafted free agent ( UDFA ) and are free to sign with any team they choose.
341	when does the movie wonder come out in the uk	-1	-
342	international campaign to abolish nuclear weapons in hindi	-1	-
343	what happens in the pacific ocean during a la nina event	14752,14753	La Niña is the positive phase of the El Niño Southern Oscillation and is associated with cooler-than-average sea surface temperatures in the central and eastern tropical Pacific Ocean for which 3 region is more than 0.5 ° C cooler for 6 consecutive months or longer.
344	how does myelin sheath help the nervous system	7648	The main purpose of a myelin sheath is to increase the speed at which impulses propagate along the myelinated fiber. Myelin decreases capacitance and increases electrical resistance across the cell membrane (the axolemma). Thus , myelination prevents the electric current from leaving the axon, and it permits larger body size by maintaining agile communication between distant body parts.
345	the osi model's seven layers defined and functions explained	-1	-
346	generalized additive models for location scale and shape	-1	-
347	who were some of the delegates to the constitutional convention of 1787	-1	-
348	can you get a tattoo at 16 in nj	-1	-
349	how far is daytona fl from jacksonville fl	-1	-
350	explain the process of ultrafiltration in the kidney	-1	-
351	summary of you laughed and laughed and laughed by gabriel okara	28383	The interaction that takes place within the poem is commonly thought to be between a white colonialist and an African native. Okara 's poem can be seen to transcend the acceptance of the derision of the White Man and present a wiser African intellectual. The poem concludes with the African teaching the White Man of his ignorance and helping him realize that the native beliefs of the African are not primitive nor removed from intellectual thought.
352	how was the first king of england decided	9379,9379	The standard title for monarchs from Æthelstan until John was "King of the English" until Canute the Great called himself "King of England ''.  The term eschewed all other titles John's reign onwards.::The standard title for monarchs from Æthelstan until John was "King of the English" until Canute the Great called himself "King of England '' for the first time.
353	squid are members of what phylum and what class	-1	-
354	what is aws and what services are provided	2460	Amazon Web Services ( AWS ) is a subsidiary of Amazon.com which provides on - demand cloud computing platforms to individuals , companies and governments , on a paid subscription basis .\nThe browser acts as a window into the virtual computer , letting subscribers log - in , configure and use their virtual systems just as they would a real physical computer .::AWS, or Amazon Web Services, is a subsidiary of Amazon.com that provides on - demand cloud computing platforms, which include a virtual cluster of computers with all computer attributes such as CPU, GPU, RAM, SSD, OS, networking, applications, in addition to virtual system console, e.g. keyboard, display and mouse, to individuals , companies and governments , on a paid subscription basis. AWS can be deployed to provide internet-based services for subscribers and their customers.
355	where did rafael nadal win his first tennis title	-1	-
356	when do you retain or reject the null hypothesis	-1	-
357	who participated in the columbian exchange and how did it impact them	-1	-
358	what is the accounting rate of return on the​ investment	9109	Accounting rate of return is a financial ratio used in capital budgeting, and it calculates the return, generated from net income of the proposed capital investment.
359	what happened to backlot tour at hollywood studios	5745	On September 20 , 2014 it was announced to cast members that the Studio Backlot Tour ride would temporarily close on September 27 , 2014 for the orchestral facility . However , it was later annonouced at the D23 Expo 2015 that the land taking up the Backlot Tour , as well as the majority of the Streets of America area would make room for Star Wars and Toy Story - themed lands .
360	where is the tv show the ozarks filmed	7046,7046	Only a few scenes for the pilot of Ozark the TV series were shot in the actual city of Lake Ozark , Missouri, most of the shooting locations were in the Atlanta area at Lake Allatoona and Lake Lanier, also some scenes were filmed at Chicago locations.::Most of Ozark the shooting locations are in the Atlanta area at Lake Allatoona and Lake Lanier. The film crew constructed a set in Georgia. Some scenes are filmed at Chicago locations . Only a few scenes from the pilot were shot in the actual city of Lake Ozark , Missouri.
361	who played in the movie harper valley pta	-1	-
362	what was the damage of the haiti earthquake	8974	Damage to infrastructure in the 2010 Haiti earthquake was extensive and affected many cities and other settlements in southwestern Haiti .\nIt was estimated that 250,000 residences and 30,000 commercial buildings had collapsed or were severely damaged, including telephone networks , radio station , factories , and museums, as well as the three main universities in Port - au - Prince.
363	when has the u.s. experienced government expenditures in the range of 40 to 50 of gdp	-1	-
364	hey buddy how can i get this car out of second gear	-1	-
365	who got the best record in the wnba	-1	-
366	when does highschool of the dead season 2 come out	-1	-
367	the most common form of user interface used on pc's today is called a	1719	The most commonly used form of user interface in PCs today is the graphical user interface.::End users commonly rely upon graphical user interfaces and menu - driven interactions .
368	what are poseidon's symbols and what do they mean	-1	-
369	where is a pulse generator most commonly found in a car	-1	-
370	the lectures of the three degrees in craft masonry pdf	-1	-
371	visit the apiculture centre and gather information about it	-1	-
372	where is the cast of my name is earl now	-1	-
373	describe two sets of conditions of heat and work that cause an increase in internal energy	-1	-
374	what is the difference between proto-oncogenes and oncogenes	15495	A proto - oncogene is a normal gene that could become an oncogene due to mutations or increased expression. Proto - oncogenes code for proteins that help to regulate the cell growth and differentiation, and they are often involved in signal transduction and execution of mitogenic signals , usually through their protein products. Upon acquiring an activating mutation , a proto - oncogene becomes a tumor - inducing agent , an oncogene. Another example of an oncogene is the Bcr - Abl codes for a tyrosine kinase leading to uncontrolled cell proliferation.
375	who owns the rights to popeye the sailor	8045,8045	On January 1, 2009, Popeye became public domain in most countries, but remains under copyright in the United States. Popeye will enter the public domain in the U.S. on January 1, 2025.::On January 1, 2009, Popeye - created by Segar - became public domain in most countries, but remains under copyright in the United States because Segar was an employee of King Features Syndicate when Popeye was created making it a work for hire under U.S. copyright law . Popeye will enter the public domain in the U.S. on January 1, 2025.
376	season 10 of comedians in cars getting coffee	-1	-
377	why was there a civil war in cambodia	-1	-
378	body of proof series 2 episode 9 cast	-1	-
379	give the importance of alkaloids in pharmacy and medicine	20883,20883	Alkaloids have a wide range of pharmacological activities including antimalarial , antiasthma  , anticancer , cholinomimetic , vasodilatory , antiarrhythmic , analgesic , antibacterial, and antihyperglycemic activities .\nOther alkaloids possess psychotropic and stimulant activities, and have been used in entheogenic rituals or as recreational drugs .::Alkaloids have a wide range of pharmacological activities including antimalarial , antiasthma , anticancer , cholinomimetic , vasodilatory , antiarrhythmic , analgesic , antibacterial, and antihyperglycemic activities .  Many have found use in traditional or modern medicine, or as starting points for drug discovery.  Other alkaloids possess psychotropic and stimulant activities, and have been used in entheogenic rituals or as recreational drugs .
380	who plays eddie's father on blue bloods	-1	-
381	who became defense against the dark arts teacher	20316	During the period the story takes place, the class is taught by Quirinus Quirrell (book one), Gilderoy Lockhart (book two), Remus Lupin (book three), Bartemius Crouch Jr impersonating Alastor "Mad-eye"  Moody (book four), Dolores Umbridge (book five), Severus Snape (book six), and Amycus Carrow (book seven).
382	what was the purpose of the reichstag fire	21927	Historians disagree as to whether van der Lubbe acted alone , as he said , to protest the condition of the German working class . Other historians endorse the theory which was initially proposed by the Communist Party , that the arson was planned and ordered by the Nazis as a false flag operation .
383	duane eddy play me like you play your guitar lyrics	-1	-
384	what were the original casinos in las vegas	10179,10179	The original casinos in Las Vegas were the Pair-o-Dice Club, El Rancho Vegas. the Hotel Last Frontier, the Flamingo and the Desert Inn.::The first casino to be built on Highway 91 was the Pair - o - Dice Club in 1931 , but the first on what is currently the Strip was the El Rancho Vegas , opening on April 3 , 1941 , with 63 rooms .
385	who played dr. walcott on the big bang theory	-1	-
386	where do condensation reactions occur in the body	-1	-
387	where is the show last tango in halifax filmed	7811,7811	Filming took place at Holdsworth House in Halifax and also at Hoghton Tower, a fortified manor house in Lancashire.::Filming took place in Yorkshire, Altrinchamat, at Holdsworth House in Halifax and Hoghton Tower, a fortified manor house in Lancashire.  It also took place at Peover Hall, near Knutsford, Cheshire.
388	which action shortens the fibers of the serratus anterior	-1	-
389	where did the celts come from before ireland	5302,5303,5303,5304	The history of pre-Celtic Europe and the exact relationship between ethnic, linguistic and cultural factors in the Celtic world remains uncertain and controversial.   According to one theory, the common root of the Celtic languages, the Proto - Celtic language, arose in the Late Bronze Age Urnfield culture of Central Europe, and the other theory proposed in the 19th century believes that the Celtic culture is adopted first by the people of the Iron Age Hallstatt culture also in central Europe.
390	where did christie work when she wrote her first novel what is the title of this novel	-1	-
391	where are negative numbers used in real life	2292	In real life, negative numbers represent opposites. For example, if moving to the right represents positive, negative represent moving to the left, if above sea level is positive, then below sea level is negative, and if a deposit is positive, then a withdrawal is negative. An expansion could be though of as a negative shrinkage in the medical field. Negative often represents the magnitude of a loss or deficiency, so a debt can be a negative asset. Negative also represents values on a scale that are below zero.::In real life, negative numbers represent opposites. Negative numbers are used to describe values on a scale that goes below zero , such as the Celsius and Fahrenheit scales for temperature .
392	what is the function of the sensory system in the nervous system	8493	The sensory nervous system is a part of the nervous system that processes sensory information .\nSensory systems are those for vision , hearing , touch , taste , smell , and balance .
393	what was the role of the elizabethan privy council	22169,22170,22170,22171	The Privy Council was Elizabeth's group of advisers. Its main purpose was to give numerous different opinions and the monarch decided on the issue at hand, but routine administration was usually left to the Council. It dealt with both matters of national and individual interest, issued proclamations in the queen's name, and supervised law and enforcement.
394	where are the four chambers of the heart located	8631,8634,8631,8634	The heart has two upper atria - the receiving chambers -  and two lower ventricles - the discharging chambers. The right atrium and right ventricle are referred to as the right heart and the left atrium and left ventricle as the left heart.::The heart has four chambers , two upper atria , the receiving chambers , and two lower ventricles , the discharging chambers. The right atrium and the right ventricle are located in the right side of the heart, while the left side has the left atrium and the left ventricle.
395	who wrote the book mark in the bible	9975,9975	The Gospel of Mark was written anonymously .\nIts author is often called Mark , even though most modern scholars are doubtful of the Markan tradition and instead regard the author as unknown .::The Gospel of Mark was written anonymously.  Early Christian tradition ascribes it to John Mark, hence, its author is often called Mark, though most modern scholars regard the author as unknown.
396	who was the song cinnamon girl written about	8487,8488,8488,8489	It was wrote for a city girl playing finger cymbals, who happened to be the folk singer Jean Ray.
397	how do i get to dubuque from here	-1	-
398	what part of london is the o2 arena in	7611	The O2 Arena is on the Greenwich peninsula in Southeast London, England.
399	2 facts about the great wall of china	21145	Several walls were being built as early as the 7th century BC ; these , later joined together and made bigger and stronger , are collectively referred to as the Great Wall .\nThe Great Wall has been rebuilt , maintained , and enhanced over various dynasties ; the majority of the existing wall is from the Ming Dynasty 1368 -- 1644) .::The Great Wall of China was built along an east - to - west line across the historical northern borders of China to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe with an eye to expansion, and the famous one is the wall built in 220 -- 206 BC by Qin Shi Huang , the first Emperor of China .
400	how much power does a wind mill produce	-1	-
401	when did mandatory reporting become law in california	-1	-
402	where are wild horses found in the us	28175,28175	A few hundred free - roaming horses survive in Alberta and British Columbia . More than half of all mustangs in North America are found in Nevada ( which features the horses on its State Quarter ) , with other significant populations in California , Oregon , Utah , Montana , and Wyoming . Another 34,000 horses are in holding facilities .::A few hundred free - roaming horses survive in Alberta and British Columbia . More than half of all mustangs in North America are found in Nevada, with other significant populations in California , Oregon , Utah , Montana , and Wyoming . Another 34,000 horses are in holding facilities .
403	where can a master at arms be stationed	-1	-
404	if the doors of perception were cleansed everything would appear as it is infinite	-1	-
405	what guides santa home after he has delivered presents	-1	-
406	why were the statues of easter island built	21827	In addition to representing deceased ancestors, the moai may also have been regarded as the embodiment of powerful living or former chiefs and important lineage status symbols. The competition for grandest statue was ever prevalent in the culture of the Easter Islanders.
407	does the little boy die in the first episode of game of thrones	-1	-
408	how to explain the genre of a book	-1	-
409	how many jurors must agree in order to reach a verdict in a criminal case	7529	Juries in criminal cases are generally required to reach a unanimous verdict.  For a capital offense, the opinion of the jury must be unanimous if the defendant is to be sentenced to death, except Oregon and Louisiana where a 10 - 2 majority for criminal cases and at least 11 votes in Oregon and all 12 in Louisiana are required for a capital offense.
410	who are the three judges on american idol 2018	21747	Katy Perry, Luke Bryan, and Lionel Richie were the judges for American Idol revival season, which would premiere on March 11 , 2018.
411	why does context influence the way we understand text	4494	In reading difficult handwriting context effects are used to determine what letters make up a word . This helps us analyze potentially ambiguous messages and decipher them correctly, and it can also affect our perception of unknown sounds based on the noise in the environment . Context can prime our attitudes and beliefs about certain topics based on current environmental factors and our previous experiences with them .
412	who plays tim allen's wife in the santa clause	-1	-
413	if a star is class b what is its temperature	-1	-
414	why did the us demand trade with japan	27263	The presence of American whalers in waters off Japan , and the increasing monopolization of potential coaling stations by the British and French in Asia were all contributing factors in the decision by President Fillmore to dispatch an expedition to Japan. The Americans were also driven by concepts of Manifest Destiny and the desire to impose the benefits of western civilization and the Christian religion on what they perceived as `` backward '' Asian nations. Between 1790 and 1853 at least twenty - seven U.S. ships ( including three warships ) visited Japan , only to be turned away.::The presence of American whalers in waters off Japan , and the increasing monopolization of potential coaling stations by the British and French in Asia were all contributing factors in the decision by President Fillmore to dispatch an expedition to Japan. The Americans were also driven by concepts of Manifest Destiny and the desire to impose the benefits of western civilization and the Christian religion on what they perceived as `` backward '' Asian nations. Seven US ships were sent to Japan between 1790 and 1853, only to be turned away.
415	what is the common name for salicylic acid	14004,14004	Salicylic acid is a lipophilic monohydroxybenzoic acid, a type of phenolic acid, and a beta hydroxy acid.  It is an important active metabolite of aspirin, which acts in part as a prodrug to salicylic acid, it is probably best known for its use as a key ingredient in topical anti-acne products.::Salicylic acid is an important active metabolite of aspirin, which acts in part as a prodrug to salicylic acid, it is probably best known for its use as a key ingredient in topical anti-acne products.
416	who did dr armstrong kill in and then there were none	-1	-
417	when was the first virus found in both plants and animals	16395,16395	In 1892, the Russian biologist Dmitri Ivanovsky used filter to study what is now known as the tobacco mosaic virus, crushed leaf extracts from infected tobacco plants remain infectious after filtration. In 1898, Friedrich Loeffler and Paul Frosch passed the first animal virus -- agent of foot - and - mouth disease ( aphthovirus ).::The first virus found in plants was in 1898 when Martinus Beijerinck became convinced that the filtered solution contained a new form of infectious agent after he repeated the experiments Dmitri Ivanovsky started by using Charles Chamberland's filter to study what is now known as the tobacco mosaic virus.\nIn 1898 as well, Friedrich Loeffler and Paul Frosch passed aphthovirus, which was the first animal virus.
418	watch dragon ball super episode 106 english dubbed	-1	-
419	how to cure breast wound due to breastfeeding	5806	Cracked nipples can be treated with 100 % lanolin .\nAlso continuing to breastfeed will actually help the nipples heal . In addition, glycerin nipple pads can be chilled and placed over the nipples to help soothe and heal cracked or painful nipples .
420	who has won american idol in the past	-1	-
421	what is the meaning of fire and fury	-1	-
422	where do the clicks in south african languages come from	7199	Xhosa is a Nguni Bantu language with click consonants. It is a tonal language ; the same sequence of consonants and vowels can have different meanings , depending on intonation .::South African languages are tonal languages, where the same sequence of consonants and vowels can have different meanings, depending on intonation. These languages are known to have click consonants, which are behind the clicks.::South African languages are tonal languages, where the same sequence of consonants and vowels can have different meanings, depending on intonation. These languages are known to have click consonants, which are behind the clicks.
423	what are four functions of the cell or plasma membrane	9213	The cell membrane separates the interior of all cells from the outside environment, protects the cell from its surroundings, controls the movement of substances in and out of cells and organelles, and serve as the attachment surface for several extracellular structures.
424	where is french polynesia on the world map	5782	French Polynesia is an overseas collectivity of the French Republic. It is composed of 118 geographically dispersed islands and atolls stretching over an expanse of more than 2,000 kilometres ( 1,200 mi ) in the South Pacific Ocean .
425	when did they stop using mercury in thermometers	-1	-
426	how did the horse latitudes get their name	7608,7608	A likely and documented explanation is that the term is derived from the `` dead horse '' ritual of seamen.\n Seamen were paid partly in advance before a long voyage , and they frequently spent their pay all at once , resulting in a period of time without income, which was called "dead horse" time .\nWhen west - bound shipping from Europe usually reached the subtropics at about the time the `` dead horse '' was worked off , the latitude became associated with the ceremony .::A likely and documented explanation is that Horse latitudes is derived from the `` dead horse '' ritual of seamen ( see Beating a dead horse ).
427	when did puerto rico get the right to vote	-1	-
428	who sings the song fooled around and fell in love	7190,7190	Mickey Thomas sings Fooled Around and Fell in Love, which performed by blues guitarist Elvin Bishop.::Mickey Thomas sang Fooled Around and Fell in Love at the invitation of blues guitarist Elvin Bishop, who wrote and performed the song.
429	what kind of car is the mach 5	16158	The Mach Five is the racing car Speed Racer drives in the anime series of the same name.  It features a set of special devices which Speed Racer uses throughout the series. In the original 1967 series, the Mach Five is a white racing car with an "M" written on its hood.  In the 1993 American remake, the design was completely changed.
430	what happens to eric northman in true blood	6862	Eric somehow avoided meeting the true death, however, he has been infected with the Hepatitis V virus.  After learning that Sarah Newlin is still alive, he and Pam decide to go after her.  Upon capturing Sarah, Eric drinks her blood and rids himself of the Hep V virus.  Eric and Pam later kill all of the Yakuza members that want to use Newlin to make a new food source for vampires.  By the end of the series, they are running a multibillion-dollar corporation called New Blood, derived from Sarah Newlin's blood, which is both a new vampire food source and a universal cure for Hep V.   Eric and Pam tell the world that Sarah got away from them, but they found a drop of her blood to make New Blood with, and thereby save every infected vampire in the world.   In actuality, they are keeping Sarah chained in the basement at Fangtasia, and charging vampires small fortunes to feed on her, as she slowly goes insane.   All the while, Eric sits on his throne on the Fangtasia stage, relishing his accomplishments.::Eric Northman was infected with the Hepatitis V virus. He drank Sarah's blood and rid himself of the virus after learning that she was a living antidote for Hep V. After learning that Sarah Newlin is still alive , he and Pam decide to go after her. He and Pam ran a multibillion-dollar corporation called New Blood, through which they planned to save every infected vampire in the world .
431	the head of government in a parliamentary system	-1	-
432	how many seasons of the strain on hulu	-1	-
