original_category,narrative,index,predicted_category
retail_banking,sold watch payment received paypal buyer stated watch described received ok return despite photographic proof watch trying return different watch probably limited covid staffing reply timely manner paypal charged back account appealed paypal electronic printed photo proof exchanged many message sent separate plea proof president chairman receive response one specific example watch returned link one side band watch sold watch also scratched many spot dirty paypal never answered could ignore photo proof claim still satisfactorily responded result action paypal put hold proceeds separate transaction released one day customer received shipment released fund responded request,532,credit_card
debt_collection,original account reported credit report american express notified account american express closing personal account learned linked unknown account actually caused closing actual personal account filed report ftc local police reported account along others american express credit card company credit bureau american express actually immediately resolved removed account despite reporting identity theft would remove disputed account using paid identity theft monitoring service notice american express american express stated payment made one account course identity stolen computer online account compromised resulted multiple unauthorized payment card account account transferred colorado redisputed information stated made payment personal bank account therefore responsible never authorized payment account hacked continued report account past due instead identity theft despite documentation filed suit behalf american express violated amendment constitutional right due process via improper service process process server fraudulently represented completion service stating served sister law sister law recieve subpeona time hearing located letter stated hearing date morning law firm confirmed suing despite stating properly served informed firm acting bad faith properly served process server made false representation attorney plaintiff show hearing missed filed motion improper service asking proof service verification identity relationship person never received document notified card company collection agency multiple time fraudulent account provided required documentation notified attorney violating due process rate acting bad faith care filed default judgment anyway since garnished wage caused able get loan either complaint violation due process malicious prosecution behalf american express process server filed lawsuit asked summary judgement bad faith knew debt valid knew provided proper service provide opportunity defend chose file summary judgement despite complaint continued reporting account despite identifying identity theft began garnishing account despite telling fraudulently served law firm denied right due process process servicer made fraudulent representation court delivered subpoena sister law exist judge summarily denied motion without asking proof verification knew violation occurred still chose file summary judgement instead providing opportunity reschedule hearing law firm used court deprive property knowing violated multiple due process right resulted causing extra harm standard due process violation result believe serious infraction result malicious prosecution suit constitutional right violation well penalty attorney subject,535,credit_card
debt_collection,original account reported credit report notified account closing personal account learned linked unknown account actually caused closing actual personal account filed report ftc local police reported account along others credit card company credit bureau actually immediately resolved removed account despite reporting identity theft would remove disputed account experian using paid identity theft monitoring service notice stated payment made one account course identity stolen computer online account compromised resulted multiple unauthorized payment card account account transferred vincci law firm colorado redisputed information stated made payment personal bank account therefore responsible never authorized payment account hacked vinci law firm continued report account past due instead identity theft despite documentation vinci law firm filed suit behalf vinci law firm violated amendment constitutional right due process via improper service process process server fraudulently represented completion service stating served sister law sister law recieve subpeona time hearing located letter stated hearing date morning law firm confirmed suing despite stating properly served informed firm acting bad faith properly served process server made false representation attorney plaintiff show hearing missed filed motion improper service asking proof service verification identity relationship person never received document notified card company collection agency multiple time fraudulent account provided required documentation notified attorney violating due process rate acting bad faith care filed default judgment anyway since garnished wage caused able get loan either complaint violation due process malicious prosecution behalf vinci law firm process server vinci law firm filed lawsuit asked summary judgement bad faith knew debt valid knew provided proper service provide opportunity defend chose file summary judgement despite complaint continued reporting account despite identifying identity theft began garnishing account despite telling fraudulently served law firm denied right due process process servicer made fraudulent representation court delivered subpoena sister law exist judge summarily denied motion without asking proof verification vincci law firm knew violation occurred still chose file summary judgement instead providing opportunity reschedule hearing law firm used court deprive property knowing violated multiple due process right resulted causing extra harm standard due process violation result believe serious infraction result malicious prosecution suit constitutional right violation well penalty attorney subject,539,credit_card
debt_collection,phone number given never provided either credit card company certainly collection agency therefore used called time night including timezone usa,536,credit_card
retail_banking,charge taken please waited year dispute never resolved making occ complaint also filed fraud whose item doesnt bite,541,credit_card
debt_collection,debt notice due client progressive insurance paid toward balance check new balance called explained would get payment reminder balance received nothing account reported major credit bureau delinquent collection account demanding account removed credit bureau,264,credit_reporting
credit_reporting,two inquiry file need remove never applied credit inquiry appeared another ut american express two inquires file need remove never applied credit inquiry appeared american express tx,542,credit_card
credit_reporting,inquired ca inquired ca capital one auto finance inquired tx know made request give personal information contacted company help call credit organization removed hard request,547,credit_card
retail_banking,client relationship consultant ca emailed branch manager say promo information coming branch need stop talking even set online statement branch still charging fee never told needed also consecutive direct deposit although failed mention criterion well said talk information reopened account steal govt check allow online access reported phone got letter day passed see attached u bank thats received letter day even statement also cfpb complaint includes many never handled please credit taken please advise formating writing cfpb text complaint xxxxprint complaint spoke u bank put fraud supv wanted go phone see entry bc bank advertisement put saw credit supposed jn day also owe opening account direct deposit ca debit purchase card ca debit purchase ret visa card credit debit purchase card ca debit purchase card ca debit purchase card debit purchase card debit purchase card ca debit purchase card ca debit purchase ret visa card ca credit debit purchase card ca debit purchase ca debit purchase card wa debit purchase card ca paid cash said card work debit purchase card ca dia show quoted text ca paid cash said card work debit purchase card ca dont request statement since account closed reopened dont see credit dont see credit referred dont see credit ca ca please credit still dont know account closed went ca branch branch manager long called police requesting account closed letter spoke day,473,credit_card
retail_banking,payment pending one payment pending amount usd transaction id recipient view detail transaction part security measure review certain payment closely ensure platform used properly minimize potential risk u customer one payment sent currently reviewed working resolve matter quickly possible apologize inconvenience paypal account temporarily limited dear part security measure regularly screen activity paypal system one screening noticed issue concerning recent transaction connection issue paypal compliance department reviewed account identified activity couple question resolve compliance inquiry timely fashion paypal requesting provide following information sent payment amount happy birthday may continue raised according way please provide following information explanation reference way purpose payment including complete detailed explanation intended paid provide information go resolution center access resolution center log account click help top page click resolution experience issue providing information via resolution center please email compliancetransactions thank prompt attention matter apologize inconvenience sincerely paypal compliance department paypal inc reference way religious reference message wishing grandchild raised good purpose money birthday gift response account unlocked immediately payment go birthday gift daughter intention immediately filing complaint cfpb religious prejudiced discrimination,551,credit_card
retail_banking,keep taking checking even made agreement per month allow wait day caroaument credit card payment still tried charge bank account loan regarding car payment took autopsy since double taking carpayment paid time last stop credit card payment inc car loan since corona virus start affecting u early close office ask everybody kept trying make pay bank west charge month overdraft fee asked return refuse bunch payroll tax etc cost payroll fee etc employee get paid freeze account since billing insurance company direct deposit different insurance company kit work upload new check took month get ppp loan rent paid still letting check charging overdraft fee even money bank bank west need discipline live small town hardship husband please help u husband still working great,546,credit_card
credit_reporting,collection account hard inquires metro compliant would like item removed take swift legal action,548,debt_collection
credit_reporting,head u calling sending mail capital one repeatedly ignore even ftc disputed letter sent time mail time capital one refuse talk provided proff signed contract document breaking law law,561,credit_card
credit_reporting,head u calling sending mail repeatedly ignore even ftc disputed letter sent time mail time refuse talk provided proff signed contract document breaking law law,558,debt_collection
mortgages_and_loans,tried return car told dealership accepting return could return car told needed oil change would charged oil change extremely high returned car bmw paid oil change part warranty expired could return car told tire rim damage also high number sent note bmw financial service said would give credit noted returning car fewer mile lease value bmw said could get credit bought another bmw noted signed contract specific car bmw could deliver car bmw sent bill without credit sent note sent back new bill bmw sent billon credit charge add sent note saying bill incorrect sent revised bill increasing tire damage sent note paying corrected bill would file complaint cfpb still think overcharged bmw paid oil change,557,credit_card
debt_collection,account date opened balance account date opened closed charged reported falsely erroneous information credit bureau affecting huge way sent dispute notice even mark account disputed run popper investigation account writing following company committing multiple violation fair credit reporting act demanding deletion letter negligence part need help guy please,559,credit_reporting
credit_reporting,back home point servicing loan auto drafted checking account location one nj one texas switched serving loan nj location location transition period took place missed payment period however made aware claim sent letter also claim called time cell land line said land line take call land line set fax scan also asked called land line known connects fax phone asked would fax communication calling land line knowing giving fax single also asked many time call land line many time call cell reply claim sent goodbye welcome letter replied never received may delivered wrong address delivered also requested see letter composed proof mailed never replied transition nj texas scheduled auto draft executed result reporting day late negatively effected credit meeting eligible certain loan product stay report year notified letter payment drafted called right away settled missed payment current payment sent numerous request home point explaining circumstance seem ultimate say think power judge jury hoping able help regarding matter h p,568,mortgages_and_loans
debt_collection,refund check amount sent city va benefit dovenmuehle mortgage company disbursed approximately check ive made phone call regarding status check spoke numerous customer service representative ive discussed matter inherently speaking least three supervisor twice many story received check told sent customer service rep said take day could cut another check around called check status customer service rep said research sure day called several time came story sent processing dont know call back expedite one department responded looking mortgage company recently began use money desperately needed assist clearing debt security clearance obtain hiring position told would outstanding debt paid due company lackadaisical attitude incompetence reckless total disregard veteran care bound sibling loss position looked promotion im looked demotion due financial responsibility completed due fund withheld mortgage company return refund check timely matter would promotion instead brink unemployed,573,mortgages_and_loans
mortgages_and_loans,bbva line credit matured lates payment ever loan bbva said going renew line bbva said going offer u term loan alternative bbva stop communicating u bbva sent collection letter bbva called collection center explained waiting loan renewal program bank rep asked experiencing covid fund issue explained yes stated ticket number file bbva second talk said due covid would renew line remove bad credit mark bbva cut talk u bbva reporting day late credit report bad debt ever never missed payment due offering let u pay made attempt contact negotiation update since late core offered renewal stated recorded line would remove bad credit mark allow u regain payment record loan prior never one late payment keep perfect credit file please help u operating fair,577,credit_reporting
mortgages_and_loans,car impounded department finance owed parking ticket vw credit repossessed car department finance despite making arrangement department finance communicating vw credit vw credit repossessed car car lot day vw credit contacted day stating repossessed car paid fee owed department finance stated wanted car back would pay total upon paying car would released made two payment one another contacted vw credit instructing payment made vw credit informed needed fax insurance car following car would released car insurance car faxed multiple date fax number provided vw credit vw credit stated never received fax finally insurnace uploaded account vw credit finally verified insurance provided phone number contact lot however number provided accurate contacted vw credit request new number however closed called back provided new number contacted new number car held however told parking ticket still owed car despite told vw credit paid everything also informed took license plate car would need get new license plate contacted vw credit back told vw credit pay parking fee would need contact department finance back clarify situation unfortunately due dmv office closed notice way get new license plate additionally vw credit inform prior addition simultaneously contacting vw credit past week requesting pay quote end loan last payment supposed however end loan told owe almost additional interest fee addition interest already paid account past year asked supervisor contact back regarding wanting pay vehicle given call back representative vw credit able break interest rate came assessed calculation etc asked written statement breaking told vw credit unable provide week away paying car paid almost payment loan company want car paid point able drive car since despite continued pay car payment insurance car driven due due dmv location closed account continue accrue fee daily vw credit supervisor contacted back three week unable drive car midst world pandemic point demanding additional interest fee account removed immediately,574,credit_card
credit_reporting,central portfolio control twice violated law providing evidence material response opportunity validate debt reporting credit bureau response previous complaint filed response previous dispute screenshots submitted response letter response provided within day respond within day investigation respond responded portal call deny receiving response rather explained debt sent credit bureau dispute letter sent reason im seeing took long response stop ability file debt responding letter addressed note provided complaint consumer finance central portfolio provide material evidence valid debt original medical facility provided claim insurance company sort payment information another party neither provided medical service identifying information facility information signature receiving service facility phone call another facility provided named unable provide contact name phone number track debt screened identifying information aggressively attempted collect,575,debt_collection
retail_banking,company venmo happened tried transfer wife thru venmo venmo account deactivated violation user agreement explanation reversed wife venmo account account transfer venmo account back bank account since deactivated venmo account escalated account specialist email said hold balance day loss protection let end day asked type violation made answer went chat support asked question said answer since chat support account specialist team phone number provided account team said waiting email answer account team,578,credit_card
debt_collection,confirmed notice settle account sent old address receive reply summons appear court law suit served knock door correct address called pay amount owed know owned company suing sent letter old address even though record submitted court current address page evidence liable dept first misrepresentation told paid via wire transfer lump sum bank would give letter close account business day sent wire transfer called next day account closed could give letter even though could confirm received wire transfer told wait another hour called following day told wait another hr even talking management called bay day still produce paid letter week two day later willingly demanding multiple time waiting hour phone speak management told phone would request legal case dismissed within business day wire transfer week later transfer even day prior court date still dismissal court house case still active required action show court date second misrepresentation legal team told case would dismissed court date would show take action extreme caution since company misguided entire process showed court date file answer called case court clerk see company file dismiss throughout day still nothing requesting dismissal showed filed answer day would automatically ruled two week later court still proceeding case spoke case clerk confirmed still nothing file dismissal nothing plaintiff suing case still ongoing worst case misrepresentation told email legal team need take action go court since case would filed dismissed malicious practice would public record court ruling default listened written instruction take action company updated credit report still show owe even though settled full paid letter say longer obligation debt still reporting derogatory report inaccurate continues damage credit report,579,credit_reporting
debt_collection,credit collection service company state never company back tried reach company many time avail disputed item credit bureau least time still credit report want credit report hurting score going company hurt instead helping please help getting account removed,580,credit_reporting
mortgages_and_loans,due illness penfed check stale went deposit bank returned voided penfed check penfed received credit unused penfed check money deposited penfed account billed never deposited money penfed account money penfed account penfed threatens ruin credit rating able speak live person year old veteran see oncolgist tomorrow determine need new another,583,credit_card
debt_collection,found due applying mortgage loan collection credit listed immediately called company talked collection said account name could help unless account number let property go wanted purchase asked lender information sent credit score dropped point contacted credit reporting agency disputed charge assuming would go away received notice saying valid phone since cancelled service contract month took two month stop service already another phone service able receive account number credit reporting agency got phone collection order find account needed pin said email email file reset pin tactic update last contact reflect current account reflect date credit making look like current collection owe dirty business practice illegal owe caused trouble,589,credit_card
credit_reporting,mortgage loandepot year ago loandepot sold loan refinanced process refinancing fixed current mortgage company received called specialist clarify another mortgage loandepot reflecting credit absolutely wrong checked fico score found loandepot truly reflecting credit report loan monthly payment planned call monday even get time call received call loandepot marketer offering refinance loan lower rate upset transferred servicing department put loandepot staff explained case apologized put hold later cut called severally success please ti company ruining credit previous experience horrific never want anything ever kindly help,596,mortgages_and_loans
mortgages_and_loans,writing today resolve ally bank account related totaled vehicle insured checking issued ally check b unpaid balance subsequently paid gap insurance though extensive effort ally received safe guard check told employee back dated ally bank utilize check monthly payment thus showing continued payment loan last payment ally ally file gap insurance payment something responsible ally show incorrect balance account paid without late payment spoke ally many time trying resolve issue deployed subsequently email executive officer director ally financial response contacted three credit reporting agency supporting evidence ally subsequently place higher balance account causing credit score drop several point ally currently two separate account credit profile showing charged showing late payment one account ally bank b together two account ruined credit seven year,509,credit_card
credit_card,applied navy federal credit union nfcu refinance loan home working agent employee navy federal wanted transparent possible declined appraisal waiver offered sought appraisal value home hereafter appraisal phone conversation verbally communicated cost fee appraisal would offer verbal contract nfcus stated could hire appraiser service nfcu policy hire appraiser processing loan agreed appraisal could applied navy federal credit card verbal contract agreed appraisal cost method payment applied charge credit card paid fee appraisal advance service performed transaction date charge credit card indicated date charge posted price agreed charged subsequently appraiser contacted arrange date view appraise property stated name agreed would acceptable u conduct appraisal home according virginia department professional occupational regulation dpor hold active license real estate appraisal certified residential appraiser name bxxxx virginia license number license description real estate appraiser dxxxx license status active rank certified residential appraiser address initial certification date rank effective date expiration date according scc registered agent llc entity id registered office capital city appraisal mile driving distance using map software house principal office address capital city appraisal mile driving distance using map software house appraiser arrived property agreed date time arrived male partner whose full name record man stated name contractor hold valid contractor license dpor common address escorted interior house partner collected measurement information exterior house collected information deemed necessary required fulfill task indicate intend complete task departed question answered contacted explain appraiser declined complete appraisal conversation told navy federal would credit cost appraisal good faith difference explained trip charge uncertain trip charge consisted assessed agreed deposit fund account navy federal spoke deposited account navy federal receive service paid appraisal even good faith deposit left trip charge ever agree pay appraiser willingly declined complete task navy federal collected payment reconfirmed location appraiser location virginia dpor scc traveling closest location mile approximately minute away home reviewing transaction deposit appraiser location information agree cost trip charge therefore dispute trip charge agree pay navy federal trip charge agreed pay appraisal agree trip charge paid fund agreed pay appraisal appraiser declined perform traveling property desire decline produce appraisal action fault caused willing action appraiser chose decline perform task paid agreement navy federal verbal contract agreement pay appraisal performed home obtain copy appraisal paid fee appraisal generated navy federal credited back deposited account dispute trip charge basis charge,602,mortgages_and_loans
retail_banking,booked trip paid deposit via account linked pnc checking account trip scheduled company owned received email trip would postponed due covid could either go trip book separate trip wait one year request money back received email indicating company going administration bankruptcy given option try get money back filed dispute received email back indicating dispute would need worked vendor day called told contact bank pnc called pnc filed dispute told would given opportunity provide documentation would receive information mail received letter pnc rejecting dispute contacted vendor told inform bank see would accept dispute called pnc told money could refunded transaction day old instructed go branch scheduled appointment branch brought documentation woman branch called colleague told bank would review documentation nothing could receive email providing additional information make claim insurance company submitted claim rejected citizen reached administrator administration process pay cent indicated email dated u customer success filing cfpb,593,credit_card
mortgages_and_loans,leased new monthly payment term lease ally lender oh car dealer paid month ally time full month last payment made sold leased new truck dealer overnighted payment pay existing lease ally check cashed ally posted online account never received payoff confirmation ally closure account notification day since lease paid full account showing past due status next contacted confirm payment sent ally also stated similar situation ally beginning approximately transaction similar mine contacted ally number day resolution explanation tried twice time instructed contact dealer resolution call center located offshore concern urgency address situation transfer supervisor could assist even inquired ally provided mean resolve issue,231,credit_card
mortgages_and_loans,originated sallie mae navient amount finally able pay loan balance le original loan amount making payment year tried understand payment applied could make sense explanation conclusion company thief payoff amount sent navient payment telephone conversation navient told amount would refunded checking account today refund called navient today told refund would processed day believe plan refund amount style service received life loan opinion company taking advantage student loan borrower acting usurious practice charged minimum acting violation fair business practice follow payment schedule provided navient loan would never repaid,605,credit_card
debt_collection,sent money order zwicker associate received zwicker money order paid someone account made numerous phone call document time get resolved eventually discovered sent money wrong account instead bill overseas father continued follow issue power attorney conduct business behalf subsequent action conducted father kept apprised progress called morning father talked side representative told talk directly called told needed talk zwicker received payment account called zwicker back talked someone zwicker received saying refund requested sent called talked manager told would talk person handling account refund never sent said would talk bos called talked said sent zwicker manager previously handling issue person currently handling account said received answer back yet asked talked bos yet said hadnt called talked said sent check couldnt find zwicker requested check number proposed zwicker pay u could pursue issue said wasnt authorized talk bos said bos left day asked talk requested talk proposal called talk wasnt available talked said internal correspondence indicated check authorized sent directly expected arrive later requested inform check arrived check never arrived filed complaint name complaint number ive heard,612,credit_card
retail_banking,went branch florida dispute unauthorized charge account discriminated branch manager many way given choice contact manager file complaint result defended self cry claiming nothing wrong ultimately refused help extremely unprofessional disrespectful went particular branch time passing branch great experience first visit however got guy difficult work said oh must new got mad disrespectful said guy help lose job agreed however continued disrespect also asked id non monetary transaction guy came monetary transaction never asked id said good guy took assistanting wow get asked id guy bad guy said talking said im talking wow hire people like well im going file complaint walked away desk blowing hard flexing muscle like wanted fight complain good guy witness yet banned branch well im reporting trying request boyfriend instead made mistake sent unable could get touch company petitioned bank get money back mo later came back drafted account saying im sorry money back although mistake course refused give back money closed account moved ive discovered also located wanted reopen account particularly credit card account told checking charged want give money back free order fraud contact fdic attorney went branch west side florida something notarized nice professional looked account bum rushed like bank robber escorted back bank everyone afraid shock staring like crazy embarrassing told sorry havent received notice yet allowed branch online banking addition result complaint fact called police received email telling banded ever going branch closed checking saving credit card account ultimately messed credit,620,credit_card
credit_reporting,went open account everything okay opened account wen collection sold account credit report closed im trying pay would like removed due call new owner lvnv funding management dont see account speaking online resurgent capital service show account social someone else name husband called inquire account showing social showing social response call find account responded number responded stating account file question account would like removed credit phone number called number told call lvnv funding llc phone resurgent capital service portal show account balance pay spoke could give ant information appears come social record husband social refereed referred come social resurgent id account number last owner lvnv funding llc original creditor origination date charge date charge balance charge creditor servicer phone customer information primary account holder address pa account information resurgent id account number last owner lvnv funding llc original creditor origination date charge date charge balance charge creditor servicer phone customer information primary account holder address pa bottom line one able find anything help,621,credit_card
